Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?.1,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,Do you work remotely?
0,300.0,1.0,0,1,1,0,0,5,0,1,0,0,0,0,1.0,2,0,2,1,0,2,1,1,2,1,0,1,0.0,1,0.0,3,0,0,0,0,0,0,1,1,3,4,32.5,1,2
0,63.0,1.0,3,2,1,0,0,5,1,1,0,2,2,0,1.0,2,1,1,0,0,2,1,1,2,2,0,2,1.0,0,1.0,0,1,4,1,1,1,1,0,0,1,1,49.5,1,0
0,300.0,1.0,3,2,1,1,2,4,0,1,0,2,0,0,1.0,3,0,2,1,3,2,1,1,1,2,0,2,1.0,0,0.0,0,0,0,1,1,2,0,1,1,3,2,32.5,1,2
0,300.0,1.0,3,2,2,1,0,5,1,1,2,2,2,0,1.0,0,1,1,0,0,3,2,0,3,0,0,0,1.0,0,1.0,2,2,5,1,2,1,2,1,1,3,2,32.5,1,1
0,750.0,0.0,3,1,1,0,0,5,0,0,2,2,2,0,1.0,2,0,2,1,2,0,1,1,2,2,1,0,0.0,0,0.0,3,0,5,1,0,1,1,0,0,1,1,32.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,1,1,0,0,1,0,1,2,1,0,1,0.0,0,0.0,1,0,0,3,2,0,0,0,0,3,4,32.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,3,1,0,0,3,1,1,2,1,1,1,0.0,1,0.0,3,0,4,3,1,2,0,1,1,4,2,49.5,1,2
0,1500.0,1.0,0,0,1,0,0,0,0,0,1,1,1,0,1.0,2,0,1,1,0,2,1,1,2,1,0,1,1.0,1,1.0,0,0,4,0,1,2,0,1,1,4,4,49.5,1,0
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,3,1,0,1,3,0,0,1,1,1,0,1.0,1,0.0,4,4,4,2,2,2,2,1,1,0,2,49.5,0,0
0,1500.0,1.0,3,0,1,0,1,4,2,0,0,1,1,1,1.0,1,1,1,0,1,2,1,1,1,2,1,0,1.0,1,0.0,3,3,2,3,2,0,0,0,1,1,2,21.5,1,2
0,15.5,1.0,0,0,1,1,0,1,0,1,0,2,1,0,1.0,2,0,2,1,0,2,1,1,1,1,0,0,1.0,1,0.0,0,0,0,0,0,2,0,1,1,4,2,49.5,1,2
0,1500.0,1.0,3,1,2,0,0,3,1,0,0,2,0,0,1.0,3,3,3,2,0,1,0,2,1,3,0,1,1.0,1,0.0,3,0,0,0,1,1,0,0,0,0,0,32.5,1,2
0,3.0,1.0,1,2,1,1,1,4,2,1,1,1,1,1,1.0,1,2,1,0,1,3,0,1,1,1,2,0,0.0,1,1.0,3,3,5,3,2,2,2,1,1,2,2,49.5,1,2
0,63.0,1.0,1,1,1,1,0,4,2,0,0,1,1,0,1.0,2,0,2,1,0,2,1,1,2,1,1,1,1.0,1,0.0,3,3,0,0,1,2,1,0,0,0,2,32.5,1,2
0,15.5,1.0,3,2,1,1,0,2,1,1,2,2,2,0,1.0,2,2,2,0,1,3,1,1,2,2,0,2,1.0,0,0.0,4,4,4,2,2,2,2,0,1,2,2,32.5,0,0
0,15.5,1.0,3,1,1,1,0,4,1,1,0,0,0,0,1.0,0,1,1,0,0,0,1,1,2,0,0,0,1.0,1,0.0,0,0,4,3,2,2,2,1,1,3,2,32.5,1,2
0,300.0,1.0,3,1,1,2,1,1,2,2,0,1,1,1,1.0,2,0,2,1,1,3,1,1,2,2,2,1,1.0,1,0.0,3,0,5,2,2,2,1,1,1,4,4,32.5,1,2
0,1500.0,0.0,3,0,2,2,2,2,1,1,0,2,2,0,1.0,3,3,1,0,1,3,2,2,1,1,1,0,1.0,1,0.0,0,0,4,0,2,1,2,1,1,3,4,32.5,0,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,2,1.0,0,0.0,0,0,1,1,0,1,1,0,0,1,1,32.5,1,2
0,1500.0,1.0,3,2,2,2,0,0,0,1,1,0,0,0,1.0,2,3,1,1,0,2,1,0,2,1,1,2,1.0,1,0.0,0,0,4,3,2,2,2,1,1,4,2,32.5,1,2
0,63.0,1.0,3,1,2,2,0,0,1,1,2,2,2,0,1.0,2,0,1,1,0,2,0,1,2,1,0,1,0.0,1,0.0,3,0,4,1,2,2,1,0,1,1,3,32.5,1,2
0,15.5,1.0,3,2,1,1,0,1,1,1,1,0,0,0,1.0,2,3,2,1,3,2,1,1,1,2,1,2,1.0,1,0.0,0,0,3,3,2,0,0,0,1,1,2,32.5,0,1
0,1500.0,0.0,0,0,2,0,2,3,2,1,1,1,0,0,1.0,1,1,1,0,0,1,0,0,1,0,0,2,1.0,1,0.0,3,3,2,1,1,1,0,0,0,2,1,49.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,1,1,0,0,2,0,1,0,2,0,2,1.0,0,1.0,0,1,0,3,1,1,1,0,0,1,1,32.5,1,0
0,1500.0,0.0,1,1,2,2,0,3,0,1,1,1,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,2,1.0,2,0.0,0,1,1,1,1,1,1,0,0,1,1,21.5,1,1
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,3,1,0,2,1,1,1,2,2,1,0,1.0,0,1.0,0,0,4,2,2,2,0,1,1,3,2,49.5,0,0
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,2,0,1,1,0,2,1,1,2,1,1,0,1.0,1,0.0,4,3,4,0,2,2,2,1,1,4,2,65.0,0,2
0,63.0,1.0,0,0,1,1,0,0,2,2,1,1,1,0,1.0,2,0,1,0,0,2,1,1,2,2,0,1,1.0,1,0.0,3,3,4,1,2,2,2,1,1,4,2,32.5,0,2
0,63.0,1.0,2,1,1,0,0,1,0,1,1,0,0,0,1.0,0,1,1,0,0,2,0,0,2,2,1,2,1.0,1,0.0,3,3,3,2,0,2,1,1,1,4,2,32.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,2,2,1,0,1,3,1,0,1,1,1,1,1.0,1,1.0,3,0,1,3,1,1,1,0,0,3,1,32.5,1,0
0,15.5,1.0,1,1,1,1,1,2,2,0,1,1,0,1,1.0,1,1,1,0,0,2,1,1,1,0,0,0,0.0,1,0.0,3,0,4,2,2,2,0,1,1,4,4,32.5,1,1
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,1,1,0,0,0,0,1,1,1,1,0,1.0,1,1.0,0,1,5,0,1,2,1,0,0,3,2,32.5,1,0
0,63.0,1.0,0,0,1,1,2,3,1,1,0,0,0,0,1.0,0,1,1,0,0,2,1,0,1,0,0,2,1.0,0,1.0,0,2,4,1,1,2,2,0,1,3,4,32.5,1,2
0,1500.0,1.0,3,0,2,2,2,3,1,1,2,2,2,0,1.0,0,1,0,0,0,2,1,0,2,2,0,1,1.0,1,0.0,4,0,5,1,1,2,1,1,1,4,2,49.5,1,0
0,15.5,0.0,0,1,1,1,0,1,0,0,0,2,0,0,1.0,2,3,2,1,0,1,0,1,2,2,1,1,1.0,1,0.0,0,0,4,1,2,2,2,1,1,0,4,32.5,0,1
0,15.5,1.0,0,0,1,0,2,3,2,1,1,1,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,2,1.0,1,0.0,3,3,4,1,0,1,1,0,0,1,1,21.5,1,2
0,300.0,1.0,1,2,1,0,0,1,1,1,1,0,0,0,1.0,2,0,1,1,0,0,0,1,2,0,0,2,1.0,2,1.0,1,1,5,1,2,2,1,1,1,3,2,21.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,3,3,1,0,0,2,1,0,1,0,1,0,1.0,1,0.0,3,3,2,0,0,0,0,0,0,1,4,21.5,1,0
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,1,1,0,0,0,1,1,2,0,0,0,1.0,0,0.0,0,0,5,1,1,2,2,1,1,4,2,32.5,1,2
0,63.0,0.0,0,1,1,1,0,4,0,1,1,1,1,0,0.0,2,4,1,0,0,2,1,1,2,1,0,0,1.0,1,0.0,0,1,0,1,0,1,2,1,1,0,3,32.5,1,1
0,15.5,0.0,1,1,1,1,0,3,0,0,1,2,0,0,1.0,2,0,1,0,0,2,1,0,1,0,0,0,1.0,0,0.0,0,0,3,0,2,2,2,1,1,1,2,21.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,3,3,1,0,0,1,0,2,3,2,0,0,1.0,0,0.0,2,2,5,1,1,2,2,1,1,4,4,32.5,1,0
0,63.0,0.0,0,0,1,1,0,1,1,1,1,1,2,0,1.0,1,1,1,0,0,1,0,0,1,0,0,0,1.0,1,1.0,1,1,2,0,0,0,0,0,0,1,1,32.5,1,1
0,63.0,1.0,1,0,1,1,0,3,2,1,0,2,2,0,1.0,2,0,1,2,3,3,0,1,2,0,0,1,0.0,1,0.0,3,3,4,1,2,2,2,1,1,4,2,49.5,0,1
0,3.0,1.0,1,1,1,1,1,2,0,1,1,1,0,0,1.0,1,1,1,0,0,2,1,1,2,1,1,1,1.0,1,0.0,0,3,2,0,2,0,0,1,1,4,2,32.5,1,0
0,63.0,1.0,3,1,1,1,0,3,0,1,2,2,1,0,1.0,2,3,3,2,3,1,0,0,1,3,1,1,1.0,1,0.0,3,0,4,1,1,1,1,0,0,1,1,32.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,1,1,0,0,2,0,0,1,2,0,0,1.0,1,0.0,3,3,4,0,0,0,0,0,0,1,4,32.5,1,2
0,15.5,1.0,3,0,0,0,2,5,1,1,0,0,2,0,1.0,2,0,2,1,3,2,1,1,2,2,1,2,1.0,2,1.0,0,2,0,0,1,2,2,1,1,3,2,32.5,0,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,0,1,0,0,2,1,0,1,1,1,0,0.0,1,0.0,4,0,4,3,2,0,0,0,0,1,4,32.5,1,2
0,15.5,1.0,1,1,1,1,0,0,0,1,0,1,1,0,1.0,1,1,1,0,0,2,0,1,2,2,0,0,1.0,1,1.0,0,0,0,0,2,0,1,0,1,1,1,32.5,1,1
0,63.0,1.0,0,1,0,1,0,1,1,1,0,0,2,0,1.0,0,0,1,0,0,1,0,1,3,3,0,2,1.0,0,1.0,0,1,4,0,0,1,1,0,0,1,1,32.5,1,2
0,750.0,0.0,0,0,2,0,0,3,0,1,2,1,0,0,1.0,2,0,2,1,3,2,1,1,0,2,1,1,1.0,0,1.0,3,3,4,3,2,0,1,1,1,4,4,32.5,0,1
0,63.0,0.0,2,1,2,2,2,5,1,1,1,2,2,0,1.0,1,1,1,0,0,2,1,0,0,1,0,2,1.0,0,0.0,0,0,4,1,2,1,1,0,0,1,1,32.5,1,1
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,2,1.0,0,0.0,3,3,4,1,2,2,2,1,1,4,4,32.5,1,2
0,63.0,1.0,0,0,1,1,0,3,0,0,1,1,1,0,1.0,0,0,2,1,0,0,1,1,2,2,0,0,1.0,0,0.0,0,1,3,2,1,2,2,1,1,0,4,49.5,1,0
0,300.0,1.0,1,1,1,2,0,1,0,1,2,2,0,0,1.0,2,0,2,1,2,2,1,1,2,2,0,2,1.0,0,0.0,0,0,4,1,2,2,1,1,1,3,4,32.5,1,2
0,300.0,1.0,3,0,0,2,0,5,0,1,0,0,0,0,1.0,0,1,1,0,0,0,1,1,1,0,0,1,0.0,1,0.0,3,0,0,0,1,1,1,0,0,1,1,32.5,1,2
0,300.0,1.0,0,0,1,0,0,3,1,1,0,0,0,0,1.0,2,0,1,1,0,2,1,0,1,1,1,0,1.0,0,0.0,0,0,4,3,2,2,2,1,1,4,4,49.5,1,0
0,300.0,1.0,0,0,1,0,0,5,1,1,2,2,2,0,1.0,3,3,2,2,3,2,1,1,2,2,1,2,1.0,0,0.0,0,0,4,3,1,1,1,0,0,1,1,32.5,1,0
0,1500.0,0.0,3,1,0,2,0,2,0,0,1,1,0,0,1.0,3,0,2,2,0,2,1,0,2,0,1,1,1.0,1,0.0,3,3,4,0,2,2,1,1,1,4,4,49.5,1,2
0,300.0,1.0,0,1,1,0,0,5,1,1,1,1,2,0,1.0,0,1,2,1,1,2,1,0,1,2,0,1,1.0,1,0.0,0,0,1,1,2,1,1,0,0,1,1,32.5,1,0
0,300.0,0.0,3,0,2,0,0,0,0,1,2,0,0,0,1.0,0,1,1,0,0,2,0,1,2,2,0,0,1.0,0,0.0,0,3,4,1,0,1,1,1,1,0,3,32.5,1,2
0,300.0,1.0,1,2,1,1,0,2,2,1,0,1,1,0,1.0,2,0,2,1,2,2,0,1,2,2,0,0,1.0,1,0.0,4,3,4,1,2,2,2,1,1,4,2,32.5,1,2
0,300.0,1.0,0,1,1,0,0,1,1,1,0,2,0,0,1.0,2,0,2,1,2,0,1,1,2,2,1,0,1.0,1,1.0,0,0,4,1,2,0,0,0,1,1,3,32.5,1,2
0,3.0,1.0,2,1,1,1,0,5,1,1,2,2,2,0,1.0,1,1,1,0,0,3,1,0,1,1,1,0,0.0,1,1.0,3,1,4,1,1,1,1,0,0,1,1,21.5,1,1
0,1500.0,1.0,3,2,1,1,2,5,2,1,1,1,1,1,1.0,1,1,1,0,1,3,1,0,2,1,2,1,1.0,1,0.0,4,3,5,2,2,2,2,1,1,2,2,32.5,0,2
0,1500.0,0.0,3,0,1,1,0,1,1,0,1,1,0,0,1.0,1,1,1,0,0,1,1,0,0,0,0,1,1.0,0,0.0,3,0,3,1,1,1,1,0,0,1,1,21.5,0,1
0,15.5,1.0,1,1,1,1,2,5,1,1,2,2,2,0,1.0,1,1,1,0,3,1,0,2,3,3,0,2,1.0,2,0.0,0,1,1,1,1,1,1,0,0,1,1,32.5,1,2
0,15.5,1.0,0,0,1,0,2,3,1,1,0,2,2,0,1.0,1,1,1,0,2,2,1,1,2,1,0,2,1.0,2,0.0,1,1,5,1,2,2,0,1,1,1,1,32.5,1,0
0,1500.0,1.0,0,0,0,0,0,3,1,1,0,2,2,0,1.0,0,1,1,0,1,2,1,1,2,2,0,0,1.0,0,1.0,1,0,3,1,1,1,1,0,0,1,1,21.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,1,1.0,1,0.0,1,2,4,1,2,1,1,0,0,1,1,32.5,1,0
0,300.0,1.0,3,1,0,0,0,0,1,1,0,0,0,0,1.0,2,1,1,0,0,0,1,1,2,1,1,2,1.0,0,0.0,0,1,0,0,2,1,1,0,0,1,1,32.5,1,2
0,15.5,1.0,1,1,1,1,0,0,1,1,0,0,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,2,1.0,1,0.0,3,1,4,1,1,1,1,0,0,1,1,32.5,1,2
0,15.5,1.0,1,0,1,1,0,4,2,0,1,0,1,0,1.0,1,1,1,0,0,2,1,0,1,1,1,0,1.0,1,0.0,3,3,3,0,1,2,1,1,1,0,4,49.5,0,1
0,1500.0,1.0,1,1,1,1,0,2,0,0,1,1,1,0,1.0,1,1,1,0,0,2,1,0,0,1,0,0,0.0,0,0.0,0,0,3,1,1,0,1,0,1,1,1,49.5,1,1
0,63.0,1.0,0,0,2,2,2,5,1,1,0,2,2,0,1.0,1,1,1,0,3,2,0,1,2,2,0,0,1.0,0,0.0,1,1,4,0,2,2,1,1,1,0,2,32.5,1,2
0,300.0,1.0,0,1,0,0,0,2,1,1,0,2,0,0,1.0,0,1,0,0,0,2,0,1,2,0,0,0,1.0,1,0.0,0,1,3,0,2,0,1,0,1,1,2,49.5,1,2
0,15.5,1.0,1,1,1,1,0,2,0,1,1,1,1,0,1.0,2,0,1,0,0,2,1,1,2,1,0,1,0.0,1,0.0,3,1,4,1,1,1,1,0,0,1,1,32.5,1,2
0,63.0,1.0,3,0,1,1,0,3,1,1,2,2,2,0,0.0,2,4,1,0,0,2,1,1,2,1,0,0,1.0,1,0.0,1,1,4,1,0,2,2,1,1,3,2,32.5,0,2
0,1500.0,1.0,3,1,2,0,2,5,1,1,2,2,2,0,1.0,0,1,1,0,0,1,0,2,3,0,0,0,1.0,0,0.0,1,1,5,1,1,1,1,0,0,1,1,32.5,1,1
0,1500.0,0.0,3,2,1,0,0,0,0,0,1,0,1,0,0.0,2,4,1,0,0,2,1,1,2,1,0,2,1.0,0,1.0,1,1,4,0,1,1,1,0,0,1,1,32.5,1,1
0,300.0,0.0,3,2,2,0,0,1,1,1,2,2,2,0,1.0,2,0,1,0,0,3,1,0,1,1,0,1,0.0,1,0.0,0,1,5,1,2,2,2,1,1,3,2,32.5,0,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,0,1,3,2,3,0,0,1,2,3,0,0,1.0,0,0.0,0,0,4,0,0,0,1,0,1,1,1,49.5,1,2
0,15.5,1.0,3,1,1,0,0,0,2,1,1,1,1,0,1.0,2,3,2,1,3,0,0,0,0,2,1,0,0.0,1,1.0,0,3,4,3,2,2,2,1,1,3,2,49.5,1,0
0,15.5,0.0,3,0,1,0,0,3,1,1,1,2,2,0,0.0,2,4,1,0,0,2,1,1,2,1,0,0,1.0,0,0.0,0,3,4,1,2,2,2,1,1,4,2,21.5,0,2
0,300.0,1.0,3,2,1,1,0,0,1,1,0,2,0,0,1.0,2,0,1,0,0,2,0,1,2,1,1,0,1.0,0,1.0,4,0,4,2,0,0,0,0,0,3,2,32.5,1,2
0,63.0,1.0,0,0,1,1,0,3,0,1,0,2,2,0,1.0,2,2,2,1,0,2,1,0,1,2,1,0,1.0,0,1.0,0,3,4,2,0,0,0,0,0,1,3,32.5,1,1
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,2,3,2,1,3,3,0,1,0,2,1,1,1.0,1,0.0,3,3,4,2,2,2,2,1,1,4,2,32.5,1,2
0,15.5,1.0,2,2,1,1,1,2,2,1,1,1,0,0,1.0,1,1,0,0,0,3,0,0,1,0,0,1,0.0,1,0.0,3,3,5,1,2,2,0,1,1,1,1,32.5,1,1
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,2,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0.0,0,0,1,1,1,1,1,0,0,1,1,49.5,1,2
0,1500.0,1.0,2,0,0,0,0,2,2,1,0,0,0,1,1.0,1,3,3,1,0,2,0,1,2,2,1,0,1.0,1,1.0,0,0,5,2,2,2,2,1,1,3,2,21.5,1,2
0,15.5,1.0,0,1,1,0,2,3,1,1,0,0,2,0,1.0,1,1,1,0,0,0,1,0,2,0,1,2,0.0,0,0.0,0,1,0,3,2,2,2,1,1,4,2,21.5,1,1
0,63.0,1.0,3,2,1,1,0,1,1,1,0,0,0,0,1.0,2,3,1,0,0,2,1,0,1,2,0,2,1.0,1,0.0,0,0,4,1,1,2,2,1,1,4,4,32.5,1,2
0,63.0,1.0,1,1,1,1,0,5,1,1,0,2,2,0,1.0,1,1,1,0,1,2,0,1,2,1,1,0,1.0,0,0.0,0,0,5,0,1,1,1,0,0,1,1,32.5,1,2
0,750.0,0.0,3,2,0,0,0,2,2,0,1,1,0,1,1.0,2,0,1,1,0,2,1,0,1,2,2,0,1.0,1,0.0,3,3,4,3,2,2,0,1,1,3,4,49.5,1,2
0,1500.0,1.0,2,0,1,1,0,3,0,1,0,1,0,0,1.0,0,1,1,0,0,2,0,1,2,2,0,0,1.0,1,0.0,0,1,4,3,1,2,2,1,1,4,2,21.5,1,1
0,300.0,1.0,0,0,1,0,1,3,0,1,0,0,1,0,1.0,1,1,1,0,1,0,1,1,2,1,0,0,1.0,0,1.0,0,0,4,2,0,2,2,1,1,3,2,32.5,1,2
0,1500.0,1.0,0,0,1,1,0,3,1,1,2,2,0,0,1.0,1,1,1,0,1,0,2,2,2,1,0,2,1.0,2,0.0,0,1,4,1,2,1,1,0,1,3,2,32.5,1,0
0,1500.0,0.0,3,2,1,2,2,1,1,1,2,0,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,1,1.0,1,0.0,1,1,5,1,0,2,2,1,1,3,4,65.0,0,1
0,63.0,0.0,3,2,1,1,0,2,0,1,0,0,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,0,1.0,0,0.0,0,0,4,0,2,2,2,1,1,3,2,32.5,1,2
0,63.0,1.0,0,0,1,1,0,3,1,1,2,2,0,0,1.0,0,1,0,0,0,1,0,2,3,0,0,2,1.0,2,1.0,0,1,4,1,0,1,0,0,0,0,0,32.5,1,0
0,1500.0,1.0,3,2,0,0,0,4,0,0,0,0,0,0,1.0,3,3,2,1,0,0,1,1,2,0,0,1,0.0,1,0.0,0,0,0,1,1,1,1,0,1,3,4,32.5,1,2
0,15.5,1.0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,0,1.0,1,1.0,3,3,4,1,2,2,0,1,1,3,3,32.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,2,0,1,0,0,2,1,1,2,1,1,0,1.0,0,0.0,0,0,4,0,2,2,2,1,1,4,2,49.5,0,0
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,2,0,1,1,0,3,2,1,2,0,0,1,1.0,1,0.0,3,0,0,2,2,2,2,1,1,2,2,49.5,1,2
0,63.0,1.0,3,2,1,0,2,5,1,1,0,0,2,0,1.0,0,1,1,0,0,1,0,1,2,0,0,0,1.0,0,1.0,1,0,3,1,1,2,2,1,1,4,4,32.5,1,1
0,63.0,0.0,3,2,2,2,0,0,0,0,2,0,0,0,1.0,1,1,1,0,0,0,0,1,1,0,0,1,1.0,1,0.0,3,0,0,1,0,1,1,0,1,1,1,32.5,1,1
0,63.0,0.0,0,0,2,1,0,3,1,1,0,2,2,0,1.0,0,1,1,1,0,1,0,1,3,3,0,0,1.0,0,0.0,0,1,1,1,2,1,1,0,0,1,1,32.5,1,2
0,63.0,0.0,2,1,1,1,1,5,1,1,0,0,1,0,0.0,2,4,1,0,0,2,1,1,2,1,0,2,1.0,2,0.0,0,1,0,1,1,1,1,0,0,1,1,21.5,1,2
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,2,1.0,0,1.0,3,0,0,1,2,0,2,1,1,2,2,32.5,1,2
0,3.0,1.0,3,2,2,1,1,5,1,1,2,2,2,0,1.0,0,1,1,0,0,0,1,1,2,0,0,2,1.0,2,1.0,2,2,5,1,2,0,0,0,1,1,1,49.5,1,0
0,63.0,1.0,1,1,1,1,0,0,1,1,0,0,0,0,1.0,1,1,1,0,0,0,0,1,2,0,0,1,1.0,1,0.0,3,1,1,1,1,1,1,0,0,1,1,32.5,1,2
0,750.0,1.0,0,1,1,0,0,2,0,0,0,0,1,0,1.0,2,0,1,0,0,2,1,1,2,1,0,0,0.0,0,0.0,0,0,5,3,2,2,2,1,1,4,4,49.5,1,0
0,1500.0,1.0,3,0,1,2,0,5,0,0,1,1,0,0,1.0,3,2,0,0,1,2,1,0,1,1,0,1,1.0,1,0.0,4,1,2,1,2,2,0,1,1,3,3,32.5,0,0
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,2,2,1,0,0,2,2,1,2,1,1,0,1.0,1,0.0,3,3,4,0,1,0,0,1,1,0,3,32.5,1,0
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,0.0,2,4,1,0,0,2,1,1,2,1,0,1,1.0,1,0.0,3,3,3,1,1,0,0,1,1,1,1,49.5,1,0
0,15.5,1.0,3,2,1,1,2,5,0,1,1,1,1,0,1.0,2,2,1,0,0,2,1,1,2,1,0,1,1.0,1,0.0,3,0,4,1,2,2,2,1,1,4,2,32.5,1,1
0,300.0,1.0,0,0,1,0,0,3,0,0,2,0,0,0,1.0,2,2,2,0,1,2,1,0,2,2,2,0,1.0,1,0.0,0,0,4,0,2,2,2,1,1,3,2,32.5,0,2
0,750.0,0.0,2,1,2,2,0,5,1,1,2,2,2,0,1.0,0,1,1,0,3,2,1,1,2,0,1,0,1.0,1,0.0,0,1,4,1,1,0,0,0,0,1,4,32.5,1,1
0,1500.0,1.0,3,1,1,0,0,4,2,1,1,0,0,0,1.0,2,2,1,0,0,2,1,0,2,1,0,1,1.0,1,0.0,3,3,3,1,2,0,2,0,0,4,2,32.5,1,2
0,63.0,0.0,0,1,1,1,0,4,0,0,2,0,0,0,1.0,0,1,1,0,3,0,1,1,2,2,0,1,1.0,0,0.0,4,1,5,3,0,2,2,1,1,4,2,49.5,1,1
1,300.0,1.0,4,1,1,1,0,3,0,1,0,2,0,0,1.0,1,1,0,0,0,2,0,0,2,0,1,2,1.0,1,0.0,3,3,4,3,1,1,0,0,0,1,2,49.5,1,0
0,300.0,1.0,3,1,1,1,2,5,1,1,2,2,2,0,1.0,1,3,1,0,1,2,2,2,1,1,0,2,1.0,2,1.0,1,1,5,1,1,1,1,0,0,1,1,21.5,1,0
0,15.5,1.0,3,2,2,2,2,3,1,1,2,2,2,0,1.0,2,0,2,1,2,2,0,1,1,1,1,2,1.0,2,1.0,2,2,5,2,2,2,2,1,1,4,2,32.5,1,2
0,1500.0,1.0,3,2,0,0,1,2,2,1,0,2,1,0,1.0,2,0,1,1,1,2,1,0,2,1,2,0,1.0,1,0.0,4,0,4,2,2,2,2,1,1,4,2,49.5,1,2
0,1500.0,1.0,2,1,2,2,2,5,1,1,2,2,2,0,1.0,3,0,3,2,2,3,2,1,2,1,2,2,1.0,2,0.0,0,0,5,2,2,2,2,1,1,0,2,32.5,1,2
